Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL
LS Power,Applications Developer,"New York, NY, US",55 minutes ago,$120K/yr - $140K/yr,Onsite,68.8778,25,5,True,"HTML, CSS, JavaScript, Python, SQL, API integration, Power BI, Planning","Financial products, Commodity markets, Energy marketing, Trading, Power markets, Natural gas markets, Microsoft Fabric, Trade capture systems, ETRM platforms, Action bias",https://careers-lspower.icims.com/jobs/1861/applications-developer/job?in_iframe=1
SafeRide Health,Data Engineer,United States,9 hours ago,N/A,Remote,91.2278,200,3,True,"Data modeling, ETL development, Analytics datastores, BI, Python, Java, System design, Data architecture, Troubleshooting, Analytical skills","Data warehousing, Cloud warehousing solutions, Reporting tools, Scala, Operational workflows, Compliance processes",https://saferidehealth.bamboohr.com/careers/262?source=LinkedIn
Loop,"2026 New Grad | Software Engineer, Full-Stack (Chicago)","Chicago, IL",58 minutes ago,$125K/yr - $125K/yr,Onsite,80.7112,73,N/A,True,"Modern web application development, AI literacy, Large Language Models (LLM) understanding, AI native tools Codex, AI native tools Claude Code","AI native tools Cursor, Self-direction, Bias towards action, Work in ambiguity",https://boards.greenhouse.io/embed/job_app?token=5981831004&utm_source=jobright
Genesys,"Sr. Software Engineer, Full Stack — Agentic AI","Austin, Texas Metropolitan Area",59 minutes ago,$116K/yr - $203K/yr,Onsite,89.855,25,5,True,"TypeScript, JavaScript, Java, Python, Node.js, Large language models, AWS, AWS Lambda, AWS ECS, API design, Ownership mindset","Full stack development, Agentic system design, AWS Fargate, Self-direction",https://genesys.wd1.myworkdayjobs.com/Genesys/job/Virtual-Office-Texas/Sr-Software-Engineer--Full-Stack---Agentic-AI_JR110668?source=Linkedin1
PayPal,"Software Engineer, Backend Java","New York, NY",40 minutes ago,$116K/yr - $173K/yr,Hybrid,78.8704,25,1,True,"Java, Web Services, REST, OAuth, JSON, Databases, SQL, NoSQL","Backend Development, Java EE Technologies, Application Servers, Servlet Containers, JMS, JPA, Spring MVC, Hibernate, Service-Oriented Architecture (SOA), ORM Tools",https://paypal.eightfold.ai/careers/job/274917627388?hl=en-US&domain=paypal.com&Codes=W-LINKEDIN
JPMorganChase,Data Engineer II - AWS/PySpark/ETL,"1111 Polaris Pkwy, Columbus, OH, 43240, US",1 hour ago,N/A,Onsite,89.2262,82,2,True,"Data Engineering, ETL Tools, Data Pipeline, Python, AWS, Data Lakes, Databricks, System Design, Testing, Automation, Continuous Delivery, SQL, Java, Software Development Life Cycle, Agile Methodologies, CI/CD, Cloud Computing, Artificial Intelligence, Machine Learning","Ab Initio, Informatica, Workflow Management Tools, Airflow, PySpark, Snowflake, Application Development, Operational Stability, Application Resiliency, Security, Financial Services IT Systems",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210737118
Tesla,"Data Engineer, Quality, Megafactory","Brookshire, TX",4 hours ago,N/A,Onsite,95.4054,154,N/A,True,"Python, SQL, NoSQL, JavaScript, React, REST API, Data Architecture, Data Visualization, Statistical Analysis","Kafka, Spark, WebSocket",https://www.tesla.com/careers/search/job/265479?source=LinkedIn
Greater New York Insurance Companies,Data Engineer - Guidewire,"Edison, NJ",2 hours ago,$62K/yr - $110K/yr,Hybrid,84.8571,25,5,True,"Data modeling, Data architecture, Data integration, Relational databases, SQL Server, MySQL, ETL processes, Data pipeline development, Azure Databricks, Azure Data Factory, Azure SQL Database, Azure Data Lake Storage Gen2, Power BI, Data governance, Data security","Insurance domain knowledge, Guidewire Policy Center, Guidewire Billing Center, Guidewire Commercial P&C data models, Guidewire CDA data model, Oracle, Apache Spark, Delta Lakehouse, Data warehousing, Azure Event Grid, Azure Key Vault, Metadata management, Data quality frameworks, Encryption, Anonymization",https://www.paycomonline.net/v4/ats/web.php/portal/D25120971391831BA4315C705AA7ABF1/jobs/387352
Jain Global,Data Engineer - New York,"New York, New York, US",4 hours ago,N/A,Onsite,77.8877,92,4,True,"Python, C++, SQL, BigQuery, AWS, Google Cloud, Azure, AWS RDS (Postgres), AWS S3, Git, DevOps practices, DBT, Vendor APIs integration, Reference data","AMPS streaming technology, Snowflake, Redshift, Parquet, Iceberg, AWS MSK (Kafka), Linux, Test automation, Grafana, Prometheus, Datadog, ELK, Airflow, SFTP, Financial data, Live market data",https://jainglobal.wd5.myworkdayjobs.com/ExternalSite/job/New-York-New-York/Data-Engineer---New-York_JR100459-1
Thrivent,Engineer,United States,59 minutes ago,$82K/yr - $110K/yr,Remote,84.4806,25,3,True,"Software Development Life Cycle (SDLC), Systems design, Java, SQL Server, Python, SQL, GitHub, AI tools, DevOps, Debugging, Database querying","Operating Systems, Application Development Platforms, Spring, Kafka, Financial Services industry experience, Suitability technologies, Innovative mindset",https://careers.thrivent.com/jobs/46557/engineer/?source=ORG_LI
SeaChange,Full Stack Developer,"Plymouth, MN",4 hours ago,$75K/yr - $90K/yr,Hybrid,96.8217,57,3,True,"MVC, JavaScript, React, HTML, CSS, Microsoft SQL, PostgreSQL, REST API, SSO, Software Development Life Cycle (SDLC), Git",".NET, C#",https://recruiting.paylocity.com/Recruiting/Jobs/Details/4031592
SoFi,"Software Engineer, Loans Originations","Cottonwood Heights, UT",59 minutes ago,N/A,Onsite,92.4425,25,1,True,"Java, Object-oriented programming, Relational databases, Unit testing, Software design patterns","Kotlin, Document databases, Willingness to learn",https://boards.greenhouse.io/sofi/jobs/7713729003?gh_src=7ed8869b3us
Myriad Genetics,Software Eng III - South SF Hybrid,"Salt Lake City, UT",59 minutes ago,N/A,Hybrid,96.9572,25,2,True,"Python, JavaScript, React, TypeScript, PostgreSQL, Software Engineering Fundamentals, Version Control, Integration Testing, Web Application Development","Django, Laboratory Information Management System (LIMS)",https://ekgn.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/job/5520/?utm_medium=job%2Baggregator&utm_source=linkedin
Citi,Java & Microservices Development Lead – Vice President,"Jersey City, NJ",4 hours ago,$142K/yr - $213K/yr,Onsite,80.0058,77,6,True,"Core Java concepts, Object-oriented programming, Data structures, Algorithms, Design patterns, JDBC, REST APIs, GraphQL APIs, Data transformation, JSON, Microservices architecture, Docker, Kubernetes, Cloud computing platforms, AWS, Azure, GCP","Java backend development, Spring Boot, Spring Cloud, Spring JPA, Hibernate, Maven, Functional programming, XML, FXML, SWIFT, CSV, OpenShift, Kafka",https://ad.doubleclick.net/ddm/trackclk/N4789.466581LINKEDIN.COM/B31905749.393702677;dc_trk_aid=614240951;dc_trk_cid=235979136;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1;dc_transparent=1;?https://jobs.citi.com/job/-/-/287/91842636272?source=APPLICANT_SOURCE-3-354&utm_medium=job_posting&utm_campaign=nam_experienced&utm_content=social_media&utm_term=393702677&ss=paid&utm_source=linkedin
TTX Company,Data Engineer,"2151 Hawkins St, Charlotte, NC, 28203, US",7 hours ago,$77K/yr - $100K/yr,Onsite,92.1495,41,2,True,"Data Engineering, ELT/ETL Processes, Data Pipeline Design, Data Integration, Data Modeling, Data Quality Management, SQL, Python, Power BI, Azure Synapse, API Design, Hybrid Cloud Environment","Microsoft Fabric, Microsoft SSIS, Microsoft SSAS, Data Replication/CDC, Development",https://ejjc.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/6218
Ascensus,Senior Data Engineer,"Newton, MA, US",4 hours ago,$120K/yr - $140K/yr,Onsite,86.705,31,5,True,"ETL Tools, Database Programming, Data Modeling, Relational Databases, Oracle Database, MySQL, Artificial Intelligence Agents, Performance Diagnosis, Data Storage Management, Star Schema Data Models, Code Review, Python, Data Modeling with ER/Studio Data Architect, PowerBI, Analytical Skills","Data Warehousing, Oracle PL/SQL, Sybase ASE, SSAS, Remediation, Data Partitioning, Data Retention Policies, Pandas, PySpark, CI/CD for Database Deployments, Liquibase",https://ascensushr.wd1.myworkdayjobs.com/ascensuscareers/job/Newton-MA/Senior-Data-Engineer_R0021206
IBM,Software Developer 2026 ELH,"San Jose, CA",6 hours ago,N/A,Hybrid,98.0,200,N/A,True,"Software development, Programming languages, Data structures, Algorithms, Debugging, Front-end technologies, Git, Cloud computing, Containers, REST APIs, Databases, CI/CD pipelines, Agile development, Analytical thinking",Back-end technologies,https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=91689&src=SN_LinkedIn
WVU Medicine,Associate Machine Learning Engineer,United States,6 minutes ago,N/A,Remote,97.2337,25,1,True,"Machine learning, Python, CI/CD, Docker, Generative AI, Large language models, Prompt engineering, Data processing, Model training, API integration, Data analysis",Sensitive data management,https://wvumedicine.wd1.myworkdayjobs.com/WVUH/job/Information-Technology-Center/Associate-Machine-Learning-Engineer_JR26-33587/apply?source=LinkedIn
Enhance IT,Big Data Developer,NYC Metro Area,4 hours ago,N/A,Onsite,97.1368,44,N/A,True,"Big Data Frameworks, Python, Java, ETL Processes, SQL, Cloud Platforms, Data Structures, Algorithms, Data Formats","Scala, Distributed Systems",https://www.linkedin.com/jobs/view/4405355735
Shift4,AWS Cloud Data Engineer,"Tampa, FL",7 hours ago,N/A,Onsite,93.5148,200,3,True,"AWS services, AWS Lambda, AWS Database Migration Service, ETL tools, MS SQL Server, Postgres, Data modeling","AWS Redshift, AWS Glue, AWS Kinesis, Stored procedures",https://boards.greenhouse.io/embed/job_app?token=5114279007&utm_source=jobright
Vanderbilt University Medical Center,Data Engineer (Remote Available),United States,6 hours ago,N/A,Remote,98.0,25,2,True,"Python, Object-oriented programming, Cloud solutions - Azure, Cloud solutions - AWS, Cloud solutions - GCP, SQL, REST data services, APIs, Microservices, Git, Containerization - Docker, Containerization - Podman, Databricks, CI/CD automation, GitLab, GitHub, Analytical mindset","C#, Apache Spark, PowerShell, Bash, Infrastructure as Code - Terraform, Azure DevOps",https://vumc.wd1.myworkdayjobs.com/vumccareers/job/Nashville-TN/Data-Engineer--Remote-Available-_R-55691?src=sns-10000&source=LinkedIn
MSCI Inc.,Data Technology DMX Liquidity Data Engineer,"Norman, OK",6 hours ago,$73K/yr - $95K/yr,Hybrid,92.4193,192,N/A,True,"Data Modeling, Data Pipeline Design, Data Processing Technologies, Python, Linux Scripting, JSON, Test Frameworks, Unit Testing, Integration Testing, Relational Databases, MSSQL, MySQL, GIT, Data Engineering, Data Factory, DataLake, DevOps, Containerization, Docker, Kubernetes","Spark, XML, Parquet, Oracle, Sybase, Cloud Data Technologies, DeltaLake, DremIO, Automated Scheduling, AutoSys",https://careers.msci.com/job/data-and-operations/norman/data-technology-dmx-liquidity-data-engineer/2026-4821?mode=apply&iis=LinkedIn
Microsoft,Software Engineer,United States,4 hours ago,$84K/yr - $165K/yr,Remote,98.0,127,1,True,"C, C++, Java, JavaScript, Python",C#,https://apply.careers.microsoft.com/careers/job/1970393556620143?utm_source=linkedin&domain=microsoft.com&src=LinkedIn
Commure,"Software Engineer, Applied AI","Mountain View, CA",5 hours ago,$130K/yr - $180K/yr,Onsite,80.0063,200,3,True,"Python, Frontend technologies, React, Typescript, Containers, Cloud, Docker, Kubernetes, Leadership","Full-Stack programming, Flutter, Production environment building, Alerting and reporting, Metrics tracking, Software reliability engineering, Product sense, User experience",https://jobs.ashbyhq.com/Commure/7d4ec84a-9fdc-4238-81e7-8f666836006e/application?utm_source=PnDq6E4Omw&source=X34Yya61zq
Holman,Developer III,United States,4 hours ago,$105K/yr - $150K/yr,Remote,97.266,25,3,True,"React, CSS, JavaScript, ES6+, RESTful API design, API integration, Agile methodologies, Scrum, Git, Software development lifecycle, Java, Python/Django, Node.js, Azure SQL Server, PostgreSQL, MySQL, Azure, AWS, GCP, Artificial Intelligence, CI/CD pipelines","Backend development, .NET framework, Oracle",https://holmanautogroup.wd1.myworkdayjobs.com/holmanenterprisescareers/job/Remote-NJ-US/Developer-III_R0054729
BlackRock,"Python/Data Engineer - SMA Solutions, Associate","Sausalito, CA",7 hours ago,N/A,Hybrid,87.3332,200,3,True,"Python, SQL, Programming fundamentals, Algorithms, Data structures, Design patterns, Troubleshooting, Big data analytics, Cloud environment Azure, Cloud environment GCP, Cloud-native container orchestration","Full-stack engineering, Extract-Transform-Load (ETL), Cloud environment AWS, Python data analytics frameworks, Snowflake, Data warehousing, DAG-based job scheduling, Financial Services industry experience, Work in fast-paced interdisciplinary environment",https://careers.blackrock.com/job/-/-/45831/89416338272?source=LinkedIn
Greater New York Insurance Companies,Associate AI Engineer,"Edison, NJ",2 hours ago,$69K/yr - $124K/yr,Hybrid,86.4221,25,1,True,"Large Language Models (LLMs), Generative AI (GenAI), Agentic AI, AI/ML Engineering, Python, AI/ML Libraries, Prompt Engineering, Vector Databases, Microsoft Azure, Azure OpenAI, Azure Functions, Azure Logic Apps, Azure Kubernetes Service (AKS), API Development, CI/CD Pipelines, Git Version Control, Agile Delivery","Retrieval-Augmented Generation (RAG) Architectures, Semantic Search, Agent Orchestration Frameworks, System Integration, Data Privacy, Security, Compliance, Insurance Domain",https://www.paycomonline.net/v4/ats/web.php/portal/D25120971391831BA4315C705AA7ABF1/jobs/387329
Windfall,Full Stack Engineer,"San Francisco, CA",2 hours ago,$160K/yr - $215K/yr,Hybrid,96.3081,200,4,True,"Web application development, Server-side development, Object-oriented programming, API development, Frontend frameworks, Java, JavaScript, TypeScript, React, CSS","Transactional databases, Kotlin",https://jobs.lever.co/windfalldata/3115a138-72f0-4269-ab41-afd871eb3e28?lever-source=LinkedInJobs
Conagra Brands,Sr. Data Engineer,"Omaha, NE",7 hours ago,$93K/yr - $136K/yr,Hybrid,80.9589,200,5,True,"Structured Query Language, Databricks, ETL, Dbt, Python, Data modeling, DevOps, Git, Continuous integration, Continuous deployment, Databricks Workflows","Snowflake, ELT, Informatica, Talend, PySpark, Database design, Airflow",https://careers.conagrabrands.com/us/en/job/CXGCONUSREQ036234EXTERNALENUS/Sr-Data-Engineer?utm_source=linkedin&utm_medium=phenom-feeds
"Arrowstreet Capital, Limited Partnership",Senior AI Software Engineer,"Boston, US",4 hours ago,$115K/yr - $325K/yr,Onsite,88.1915,92,5,True,"Python, Machine Learning, Generative AI, Large Language Models, Data Integration, AI/ML Frameworks, Data Pipelines, RESTful APIs, Data Structures, Algorithms, Docker, Kubernetes, AWS, MLOps, DevOps CI/CD, GitLab, Agentic AI Frameworks, Responsible AI, Ethical AI, Analytical Skills","PyTorch, TensorFlow, Hugging Face, Layered Architecture, Infrastructure-as-Code, Ansible, Terraform, CloudFormation, Compliance in AI",https://arrowstreetcapital.wd5.myworkdayjobs.com/Arrowstreet/job/Boston/Senior-AI-Software-Engineer_R1361
"Arlo Technologies, Inc.",Sr. Data Engineer,"Milpitas, CA",8 hours ago,$115K/yr - $155K/yr,Hybrid,98.0,200,3,True,"SQL, Databricks, Data Engineering, Analytics Engineering, Data Modeling, ETL, Data Quality, BI Concepts, Data Pipeline Development","Dimensional Modeling, Metric Definitions",https://arlo.wd12.myworkdayjobs.com/External_Careers/job/Milpitas-CA/Sr-Data-Engineer_JR100321?source=LinkedIn
InterSystems,AI Application Engineer,"Boston, MA",4 hours ago,$127K/yr - $167K/yr,Onsite,86.6234,25,5,True,"AI/ML solutions, LLM inference, Similarity search, Vector databases, Python, C++, Cloud environments, Containerization technologies","Agentic applications, Guardrails, Memory systems, ObjectScript",https://www.linkedin.com/jobs/view/4384543520
Protective Life,Software Engineer,"Birmingham, AL",2 hours ago,$70K/yr - $103K/yr,Hybrid,88.788,86,3,True,"Software development, Visual Studio, SQL database development, SQL Server, ASP.NET MVC, HTML, CSS, JavaScript, Unit testing, Independent work, Decision-making","C#, .NET development, ASP.NET Web API, WCF, SOAP",https://jobs.lever.co/protective/dd17f4cd-e61e-4063-9acb-ed6dd35617a7/apply?utm_source=jobright
"Schepmont Group, LLC",Software Engineer,"Seattle, WA",3 hours ago,$100K/yr - $130K/yr,Onsite,97.0883,200,N/A,True,"Java, Python, JavaScript, C++, Software development principles, System design, Web technologies, APIs, Databases, Cloud platforms",,https://www.linkedin.com/jobs/view/4405367306
Winsupply,Software Developer-Senior,"Moraine, OH",2 hours ago,N/A,Onsite,90.2402,76,2,True,"SQL Server, MySQL, Java, JavaScript, TypeScript, SQL, HTML, CSS, Web Service APIs, Microservices, REST API, API Integration, Test-Driven Development, Angular Framework","IBM LUW, Oracle, Mongo Atlas, Couchbase, Spring Framework, Messaging Queues, MuleSoft, MinIO S3, Vault, Elastic Search",https://www.linkedin.com/jobs/view/4405380024
Cognizant,Data Engineer - Talend & Databricks,United States,4 hours ago,$130K/yr - $150K/yr,Remote,83.0641,200,N/A,True,"Databricks, JSON, Excel, MongoDB, Relational databases, SQL Server, Java, Python, ETL processing, Query development","Talend Data Integration, Talend Data Mapper, Healthcare data formats, X12 (834/837), XML, Flat files, Oracle, Teradata, Data validation",https://careers.cognizant.com/global-en/jobs/00068079841/data-engineer-talend-databricks/?source=JB-11500
DoubleVerify,Sr Data Platforms Engineer,"New York, NY",7 hours ago,$111K/yr - $222K/yr,Hybrid,82.3441,200,5,True,"BigQuery, SQL Server, MongoDB, ETL/ELT pipelines, CI/CD pipelines, Programming - Python, Programming - Java, Programming - Go, Programming - Bash, Cloud platforms - GCP","Data warehouse technologies, Snowflake, CloudSQL, Data movement, Integration, Infrastructure as Code, Terraform, CloudFormation, Data platform tooling - Airbyte, Data platform tooling - Liquibase, Data platform tooling - dbt",https://boards.greenhouse.io/embed/job_app?token=8418859002&utm_source=jobright
"Hunter Douglas, Inc.",Mobile Application Developer,"Broomfield, CO",54 minutes ago,$119K/yr - $160K/yr,Hybrid,73.2413,25,5,True,"React Native, JavaScript, TypeScript, Java, API Integration, Performance Optimization, Cloud Platforms - GCP, Cloud Platforms - AWS","Mobile Development, Swift, Objective-C, Kotlin, IOS App Deployment, Android App Deployment, Mobile Security, Smart Home, IoT, Bluetooth Low Energy (BLE)",https://www.linkedin.com/jobs/view/4405398155
Humana,Data Engineer - Healthcare,United States,2 hours ago,$98K/yr - $134K/yr,Remote,76.9746,25,2,True,"SQL, Python, Data Analysis, Data Engineering, Microsoft Office, Azure Ecosystem","Root Cause Analysis, Healthcare Data, Electronic Health Records (EHR), Medicare Risk Adjustment, Quality Metrics (HEDIS), Snowflake Cloud, Dbt (data build tool)",https://humana.wd5.myworkdayjobs.com/centerwell_external_career_site/job/Remote-Nationwide/Data-Engineer---Healthcare_R-412659-1
nirvanaHealth | RxAdvance,Software Engineer,"Southborough, MA",5 hours ago,$70K/yr - $101K/yr,Onsite,97.2982,200,1,True,"Node.js, Express, MongoDB, API Development, Microservices Architecture, React, Angular, Unit Testing, End-to-End Testing, Integration Testing, Relational Database Management Systems, MySQL, PostgreSQL, CI/CD Pipeline, JavaScript ES6, Agile Methodology","Vue, Jest, Cypress, Oracle, Code Repositories",https://www.linkedin.com/jobs/view/4406674189
Greater New York Insurance Companies,Associate AI Engineer,"NEW JERSEY - EDISON, NJ 08837",4 hours ago,$69K/yr - $124K/yr,Hybrid,85.4021,34,1,True,"Python, AI/ML libraries, Large Language Models (LLMs), Prompt Engineering, Vector Databases, Microsoft Azure, Azure OpenAI, Azure Functions, Azure Logic Apps, Azure Kubernetes Service (AKS), API Development, CI/CD Pipelines, Git Version Control, Agile Delivery, Analytical, Troubleshooting","Retrieval-Augmented Generation (RAG) architectures, Semantic Search, Agent Orchestration Frameworks, System Integration, Data Privacy, Security, Compliance, Insurance Domain",https://www.paycomonline.net/v4/ats/web.php/portal/D25120971391831BA4315C705AA7ABF1/jobs/387329
Commure,"Senior Software Engineer, Applied AI","Mountain View, CA",4 hours ago,$150K/yr - $210K/yr,Onsite,83.9289,200,4,True,"Python, Frontend technologies, React, Typescript, Containers, Cloud, Docker, Kubernetes","Full-Stack programming, Flutter, Production environment building, Alerting, Metrics tracking, Software reliability engineering",https://jobs.ashbyhq.com/Commure/c1261830-47f0-430f-8593-6f9c1203f5e5/application?utm_source=PnDq6E4Omw&source=X34Yya61zq
Goldman Sachs,Data Engineering - Data Quality Assurance Specialist - Salt Lake City,"Salt Lake City, UT",4 hours ago,N/A,Onsite,82.1124,200,4,True,"Data querying, Data analysis, Data governance, Python, JavaScript, Analytical thinking","Data quality assurance, Data testing, Financial services domain, Transaction testing, Controls testing, Auditing, Financial regulatory reporting",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/165556/?utm_medium=jobshare&mode=job&iis=LinkedIn
JPMorganChase,"Software Engineer III - Infrastructure, Cloud, DevOps","8181 Communications Pkwy Bldg F, Plano, TX, 75024, US",55 minutes ago,N/A,Onsite,92.3097,46,3,True,"DevOps, Cloud Engineering, Infrastructure as Code CloudFormation, Continuous Integration, Continuous Delivery Jenkins, Continuous Delivery GitLab, Cloud Platforms AWS, Cloud Platforms Azure, Cloud Platforms GCP, Containerization Docker, Containerization Kubernetes, Python, Java","Infrastructure as Code Terraform, Infrastructure as Code Ansible, Continuous Delivery Spinnaker, Artificial Intelligence implementation in software development",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210740370
Yahoo,Full-Stack Software Dev Engineer II,United States,14 hours ago,$111K/yr - $231K/yr,Remote,96.6983,200,3,True,"Node.js, Express, Python, Java, C++, AI/LLM integration, AI tooling, GraphQL, REST APIs, API design, PostgreSQL, SQL Server, React, Vue.js, Cloud services, AWS, GCP, Azure, CI/CD","Large-scale distributed systems, Fullstack JavaScript development, Next.js, Fastify, Go, Ruby, HTTP, Serverless architecture",https://ouryahoo.wd5.myworkdayjobs.com/en-US/careers/job/United-States-of-America/Full-Stack-Software-Dev-Engineer-II_JR0027078?source=LinkedIn
"Integress, Inc.",Machine Learning Engineer,United States,13 hours ago,N/A,Remote,90.3127,67,3,True,"Machine Learning, Deep Learning Neural Networks, AWS cloud services, Big data tools, Relational SQL databases, NoSQL databases, MySQL, Postgres, DynamoDB, Cassandra, Python, Java, SQL, Data pipelines, Data architectures, Data transformation","AWS AI/ML Services, Spark, ElasticSearch, Hadoop, Kafka, Kinesis, Scala, Metadata management, Dependency management, Workload management, Message queuing, Stream processing, AWS Machine Learning Specialty certification, AWS Solutions Architect - Associate certification",https://www.comeet.com/jobs/allcloud/71.008/machine-learning-engineer/1C.86C
Beth Israel Lahey Health,Senior Development and Operations Engineer,"Beth Israel Lahey Health, US",55 minutes ago,$89K/yr - $114K/yr,Onsite,81.4122,25,5,True,"Python, Node.js, SQL, MySQL, Amazon Web Services (AWS), Google Cloud, Docker, Kubernetes, Decision Making, Written Communications, Oral Communications, Team Work","Unix/Linux, Chef, Jenkins, DevOps Engineering, Customer Service",https://bilh.wd1.myworkdayjobs.com/external/job/Beth-Israel-Lahey-Health/Senior-Development-and-Operations-Engineer_JR94106
